# Epoch,Total Loss,Schrodinger0,normalization0,correlations0,energy_constraint0,energy_difference0,energy_minimization0,Schrodinger1,normalization1,correlations1,energy_constraint1,energy_difference1,energy_minimization1,Schrodinger2,normalization2,correlations2,energy_constraint2,energy_difference2,energy_minimization2
5200.000000,1.966512,0.129331,0.022412,0.000000,0.000000,0.000000,0.000000,0.801518,0.045885,0.002622,0.000000,0.000000,0.000000,0.885367,0.002781,0.076596,0.000000,0.000000,0.000000
5300.000000,2.464610,0.069154,0.001858,0.000000,0.000000,0.000000,0.000000,1.444099,0.038751,0.001888,0.000000,0.000000,0.000000,0.834410,0.004355,0.070094,0.000000,0.000000,0.000000
5400.000000,0.961300,0.059017,0.000225,0.000000,0.000000,0.000000,0.000000,0.575710,0.014399,0.002283,0.000000,0.000000,0.000000,0.237794,0.003523,0.068348,0.000000,0.000000,0.000000
5500.000000,1.155595,0.074688,0.003383,0.000000,0.000000,0.000000,0.000000,0.758713,0.013205,0.000510,0.000000,0.000000,0.000000,0.237933,0.003654,0.063509,0.000000,0.000000,0.000000
5600.000000,1.947049,0.048079,0.000304,0.000000,0.000000,0.000000,0.000000,1.533763,0.012150,0.000082,0.000000,0.000000,0.000000,0.290224,0.002990,0.059459,0.000000,0.000000,0.000000
5700.000000,1.004516,0.127313,0.013753,0.000000,0.000000,0.000000,0.000000,0.432591,0.013916,0.000005,0.000000,0.000000,0.000000,0.354279,0.006169,0.056491,0.000000,0.000000,0.000000
5800.000000,1.542749,0.036277,0.000766,0.000000,0.000000,0.000000,0.000000,1.077598,0.008868,0.000001,0.000000,0.000000,0.000000,0.363053,0.004021,0.052166,0.000000,0.000000,0.000000
5900.000000,0.996410,0.035691,0.000394,0.000000,0.000000,0.000000,0.000000,0.340055,0.013699,0.000023,0.000000,0.000000,0.000000,0.553133,0.009343,0.044073,0.000000,0.000000,0.000000
6000.000000,0.717626,0.172722,0.003197,0.000000,0.000000,0.000000,0.000000,0.283766,0.010788,0.000025,0.000000,0.000000,0.000000,0.198549,0.003695,0.044883,0.000000,0.000000,0.000000
6100.000000,1.405674,0.043508,0.000499,0.000000,0.000000,0.000000,0.000000,0.680761,0.057661,0.001543,0.000000,0.000000,0.000000,0.572904,0.008772,0.040028,0.000000,0.000000,0.000000
6200.000000,1.004148,0.024846,0.008019,0.000000,0.000000,0.000000,0.000000,0.232195,0.018330,0.000018,0.000000,0.000000,0.000000,0.677323,0.007496,0.035923,0.000000,0.000000,0.000000
6300.000000,0.517276,0.017184,0.000250,0.000000,0.000000,0.000000,0.000000,0.256576,0.008688,0.000000,0.000000,0.000000,0.000000,0.200731,0.005623,0.028224,0.000000,0.000000,0.000000
6400.000000,0.554719,0.112236,0.006601,0.000000,0.000000,0.000000,0.000000,0.190988,0.015357,0.000143,0.000000,0.000000,0.000000,0.200313,0.005109,0.023972,0.000000,0.000000,0.000000
6500.000000,0.426460,0.038934,0.000532,0.000000,0.000000,0.000000,0.000000,0.192738,0.008213,0.000003,0.000000,0.000000,0.000000,0.159836,0.007453,0.018752,0.000000,0.000000,0.000000
6600.000000,1.003402,0.009357,0.003890,0.000000,0.000000,0.000000,0.000000,0.310604,0.013872,0.000015,0.000000,0.000000,0.000000,0.643485,0.004191,0.017987,0.000000,0.000000,0.000000
6700.000000,1.010787,0.044004,0.009343,0.000000,0.000000,0.000000,0.000000,0.151774,0.010355,0.000089,0.000000,0.000000,0.000000,0.776987,0.004886,0.013349,0.000000,0.000000,0.000000
6800.000000,0.432387,0.009371,0.000245,0.000000,0.000000,0.000000,0.000000,0.131707,0.013304,0.000047,0.000000,0.000000,0.000000,0.260846,0.006401,0.010466,0.000000,0.000000,0.000000
6900.000000,0.325567,0.031477,0.012323,0.000000,0.000000,0.000000,0.000000,0.170594,0.011354,0.000000,0.000000,0.000000,0.000000,0.069918,0.024385,0.005515,0.000000,0.000000,0.000000
7000.000000,0.257115,0.007811,0.000280,0.000000,0.000000,0.000000,0.000000,0.148214,0.010827,0.000011,0.000000,0.000000,0.000000,0.078140,0.005511,0.006320,0.000000,0.000000,0.000000
7100.000000,0.295231,0.012191,0.000029,0.000000,0.000000,0.000000,0.000000,0.102424,0.006511,0.000013,0.000000,0.000000,0.000000,0.164926,0.003289,0.005848,0.000000,0.000000,0.000000
7200.000000,0.680320,0.322146,0.020810,0.000000,0.000000,0.000000,0.000000,0.246232,0.009701,0.000206,0.000000,0.000000,0.000000,0.069797,0.007537,0.003892,0.000000,0.000000,0.000000
7300.000000,1.405289,0.094344,0.004837,0.000000,0.000000,0.000000,0.000000,1.188723,0.013799,0.000371,0.000000,0.000000,0.000000,0.075562,0.025300,0.002353,0.000000,0.000000,0.000000
7400.000000,0.192091,0.015863,0.000163,0.000000,0.000000,0.000000,0.000000,0.092542,0.010890,0.000004,0.000000,0.000000,0.000000,0.060454,0.009490,0.002685,0.000000,0.000000,0.000000
7500.000000,1.067331,0.042671,0.000919,0.000000,0.000000,0.000000,0.000000,0.763301,0.017196,0.000251,0.000000,0.000000,0.000000,0.235634,0.004233,0.003126,0.000000,0.000000,0.000000
7600.000000,0.463203,0.025568,0.002784,0.000000,0.000000,0.000000,0.000000,0.275553,0.011223,0.000000,0.000000,0.000000,0.000000,0.141482,0.003576,0.003017,0.000000,0.000000,0.000000
7700.000000,0.243162,0.079271,0.001550,0.000000,0.000000,0.000000,0.000000,0.086088,0.006787,0.000005,0.000000,0.000000,0.000000,0.061658,0.005921,0.001882,0.000000,0.000000,0.000000
7800.000000,0.429988,0.014041,0.006173,0.000000,0.000000,0.000000,0.000000,0.077901,0.005066,0.000080,0.000000,0.000000,0.000000,0.321238,0.003473,0.002017,0.000000,0.000000,0.000000
7900.000000,0.829914,0.007320,0.000242,0.000000,0.000000,0.000000,0.000000,0.084684,0.012297,0.000012,0.000000,0.000000,0.000000,0.706826,0.017619,0.000914,0.000000,0.000000,0.000000
8000.000000,0.296389,0.044344,0.000802,0.000000,0.000000,0.000000,0.000000,0.080033,0.004077,0.000043,0.000000,0.000000,0.000000,0.155156,0.010518,0.001416,0.000000,0.000000,0.000000
8100.000000,0.176257,0.006624,0.000186,0.000000,0.000000,0.000000,0.000000,0.118290,0.013416,0.000041,0.000000,0.000000,0.000000,0.032104,0.002913,0.002685,0.000000,0.000000,0.000000
8200.000000,0.508782,0.007429,0.000635,0.000000,0.000000,0.000000,0.000000,0.262116,0.012850,0.000031,0.000000,0.000000,0.000000,0.221846,0.001815,0.002060,0.000000,0.000000,0.000000
8300.000000,0.184416,0.044115,0.006399,0.000000,0.000000,0.000000,0.000000,0.084796,0.006535,0.000067,0.000000,0.000000,0.000000,0.036693,0.004679,0.001132,0.000000,0.000000,0.000000
8400.000000,0.746060,0.023578,0.006705,0.000000,0.000000,0.000000,0.000000,0.539710,0.022307,0.000664,0.000000,0.000000,0.000000,0.145547,0.006236,0.001313,0.000000,0.000000,0.000000
8500.000000,2.157975,0.812645,0.039504,0.000000,0.000000,0.000000,0.000000,1.260849,0.013104,0.001034,0.000000,0.000000,0.000000,0.025589,0.003738,0.001511,0.000000,0.000000,0.000000
8600.000000,0.380109,0.017463,0.000451,0.000000,0.000000,0.000000,0.000000,0.063640,0.004629,0.000003,0.000000,0.000000,0.000000,0.281406,0.012040,0.000477,0.000000,0.000000,0.000000
8700.000000,0.303881,0.036348,0.001165,0.000000,0.000000,0.000000,0.000000,0.144597,0.017906,0.000198,0.000000,0.000000,0.000000,0.098715,0.003572,0.001379,0.000000,0.000000,0.000000
8800.000000,0.640293,0.196876,0.000473,0.000000,0.000000,0.000000,0.000000,0.344552,0.006807,0.000066,0.000000,0.000000,0.000000,0.080409,0.010011,0.001098,0.000000,0.000000,0.000000
8900.000000,1.812811,0.069475,0.000734,0.000000,0.000000,0.000000,0.000000,1.666784,0.008790,0.000119,0.000000,0.000000,0.000000,0.063467,0.001759,0.001682,0.000000,0.000000,0.000000
9000.000000,0.536310,0.037833,0.002803,0.000000,0.000000,0.000000,0.000000,0.057610,0.008262,0.000040,0.000000,0.000000,0.000000,0.423968,0.004592,0.001203,0.000000,0.000000,0.000000
9100.000000,0.200516,0.008875,0.000033,0.000000,0.000000,0.000000,0.000000,0.051977,0.002648,0.000004,0.000000,0.000000,0.000000,0.127123,0.009352,0.000506,0.000000,0.000000,0.000000
9200.000000,0.733635,0.519166,0.029315,0.000000,0.000000,0.000000,0.000000,0.067992,0.007401,0.000793,0.000000,0.000000,0.000000,0.106053,0.001296,0.001620,0.000000,0.000000,0.000000
9300.000000,0.181583,0.007015,0.000107,0.000000,0.000000,0.000000,0.000000,0.125246,0.003840,0.000074,0.000000,0.000000,0.000000,0.042755,0.001523,0.001022,0.000000,0.000000,0.000000
9400.000000,0.561276,0.140020,0.001585,0.000000,0.000000,0.000000,0.000000,0.083672,0.020679,0.000009,0.000000,0.000000,0.000000,0.307830,0.006167,0.001313,0.000000,0.000000,0.000000
9500.000000,0.466667,0.008562,0.000203,0.000000,0.000000,0.000000,0.000000,0.084266,0.004372,0.000006,0.000000,0.000000,0.000000,0.330937,0.038291,0.000029,0.000000,0.000000,0.000000
9600.000000,2.749983,0.099219,0.041293,0.000000,0.000000,0.000000,0.000000,2.560226,0.008653,0.000438,0.000000,0.000000,0.000000,0.036352,0.002212,0.001591,0.000000,0.000000,0.000000
9700.000000,0.592279,0.007150,0.000192,0.000000,0.000000,0.000000,0.000000,0.093125,0.007569,0.000004,0.000000,0.000000,0.000000,0.475541,0.008250,0.000449,0.000000,0.000000,0.000000
9800.000000,0.784603,0.218225,0.000327,0.000000,0.000000,0.000000,0.000000,0.253383,0.003780,0.000307,0.000000,0.000000,0.000000,0.305830,0.002036,0.000716,0.000000,0.000000,0.000000
9900.000000,0.441531,0.015757,0.000056,0.000000,0.000000,0.000000,0.000000,0.294351,0.003553,0.000076,0.000000,0.000000,0.000000,0.125006,0.001864,0.000868,0.000000,0.000000,0.000000
10000.000000,0.096612,0.006505,0.000921,0.000000,0.000000,0.000000,0.000000,0.059337,0.006162,0.000016,0.000000,0.000000,0.000000,0.020636,0.002379,0.000657,0.000000,0.000000,0.000000
10100.000000,0.203542,0.066806,0.000818,0.000000,0.000000,0.000000,0.000000,0.053825,0.003287,0.000004,0.000000,0.000000,0.000000,0.059304,0.019211,0.000288,0.000000,0.000000,0.000000
10200.000000,0.152813,0.061328,0.000552,0.000000,0.000000,0.000000,0.000000,0.050012,0.003155,0.000000,0.000000,0.000000,0.000000,0.034145,0.002916,0.000704,0.000000,0.000000,0.000000
10300.000000,0.144450,0.059798,0.001715,0.000000,0.000000,0.000000,0.000000,0.044354,0.011794,0.000011,0.000000,0.000000,0.000000,0.024764,0.000768,0.001247,0.000000,0.000000,0.000000
10400.000000,0.313314,0.213945,0.004219,0.000000,0.000000,0.000000,0.000000,0.049363,0.004958,0.000247,0.000000,0.000000,0.000000,0.038613,0.001586,0.000383,0.000000,0.000000,0.000000
10500.000000,1.122053,0.043188,0.000432,0.000000,0.000000,0.000000,0.000000,0.985700,0.018579,0.001110,0.000000,0.000000,0.000000,0.067070,0.005725,0.000247,0.000000,0.000000,0.000000
10600.000000,0.200755,0.083326,0.011537,0.000000,0.000000,0.000000,0.000000,0.049778,0.005236,0.000267,0.000000,0.000000,0.000000,0.049004,0.000775,0.000833,0.000000,0.000000,0.000000
10700.000000,0.314066,0.008082,0.000352,0.000000,0.000000,0.000000,0.000000,0.040724,0.002524,0.000074,0.000000,0.000000,0.000000,0.235789,0.026477,0.000044,0.000000,0.000000,0.000000
10800.000000,0.479177,0.271763,0.001137,0.000000,0.000000,0.000000,0.000000,0.182030,0.002005,0.000089,0.000000,0.000000,0.000000,0.019658,0.001934,0.000562,0.000000,0.000000,0.000000
10900.000000,0.685273,0.095870,0.004199,0.000000,0.000000,0.000000,0.000000,0.051380,0.005704,0.000002,0.000000,0.000000,0.000000,0.509145,0.018952,0.000021,0.000000,0.000000,0.000000
11000.000000,0.553512,0.320789,0.001441,0.000000,0.000000,0.000000,0.000000,0.202456,0.001170,0.000023,0.000000,0.000000,0.000000,0.025749,0.001160,0.000724,0.000000,0.000000,0.000000
11100.000000,0.080704,0.005552,0.000022,0.000000,0.000000,0.000000,0.000000,0.041514,0.002044,0.000017,0.000000,0.000000,0.000000,0.030468,0.000626,0.000461,0.000000,0.000000,0.000000
11200.000000,1.010704,0.077217,0.005339,0.000000,0.000000,0.000000,0.000000,0.370481,0.035305,0.005083,0.000000,0.000000,0.000000,0.515705,0.001315,0.000259,0.000000,0.000000,0.000000
11300.000000,0.354167,0.040304,0.009530,0.000000,0.000000,0.000000,0.000000,0.179207,0.002949,0.000002,0.000000,0.000000,0.000000,0.120273,0.001299,0.000602,0.000000,0.000000,0.000000
11400.000000,0.122358,0.020305,0.000172,0.000000,0.000000,0.000000,0.000000,0.064324,0.001966,0.000012,0.000000,0.000000,0.000000,0.027978,0.007291,0.000312,0.000000,0.000000,0.000000
11500.000000,0.464311,0.042320,0.003642,0.000000,0.000000,0.000000,0.000000,0.072090,0.014252,0.000020,0.000000,0.000000,0.000000,0.316587,0.014545,0.000855,0.000000,0.000000,0.000000
11600.000000,0.363195,0.017413,0.000122,0.000000,0.000000,0.000000,0.000000,0.155491,0.002193,0.000071,0.000000,0.000000,0.000000,0.185550,0.001762,0.000593,0.000000,0.000000,0.000000
11700.000000,0.075342,0.003922,0.000030,0.000000,0.000000,0.000000,0.000000,0.047002,0.001637,0.000049,0.000000,0.000000,0.000000,0.020958,0.001163,0.000581,0.000000,0.000000,0.000000
11800.000000,0.480649,0.150980,0.005919,0.000000,0.000000,0.000000,0.000000,0.196600,0.006949,0.000004,0.000000,0.000000,0.000000,0.114053,0.005871,0.000272,0.000000,0.000000,0.000000
11900.000000,0.649272,0.588506,0.000473,0.000000,0.000000,0.000000,0.000000,0.033469,0.005569,0.000057,0.000000,0.000000,0.000000,0.018004,0.002923,0.000270,0.000000,0.000000,0.000000
12000.000000,0.882412,0.284555,0.124519,0.000000,0.000000,0.000000,0.000000,0.326828,0.006101,0.000080,0.000000,0.000000,0.000000,0.105735,0.034499,0.000095,0.000000,0.000000,0.000000
12100.000000,0.175282,0.011066,0.000264,0.000000,0.000000,0.000000,0.000000,0.145706,0.001898,0.000054,0.000000,0.000000,0.000000,0.014315,0.001383,0.000595,0.000000,0.000000,0.000000
12200.000000,0.355078,0.181867,0.004065,0.000000,0.000000,0.000000,0.000000,0.072134,0.019441,0.000663,0.000000,0.000000,0.000000,0.076285,0.000259,0.000365,0.000000,0.000000,0.000000
12300.000000,0.889674,0.649390,0.060735,0.000000,0.000000,0.000000,0.000000,0.086668,0.003433,0.000003,0.000000,0.000000,0.000000,0.073345,0.015955,0.000145,0.000000,0.000000,0.000000
12400.000000,0.383369,0.005162,0.000095,0.000000,0.000000,0.000000,0.000000,0.355826,0.003414,0.000247,0.000000,0.000000,0.000000,0.017824,0.000499,0.000303,0.000000,0.000000,0.000000
12500.000000,0.510416,0.003764,0.000009,0.000000,0.000000,0.000000,0.000000,0.254324,0.005396,0.000053,0.000000,0.000000,0.000000,0.244886,0.001683,0.000302,0.000000,0.000000,0.000000
12600.000000,0.267302,0.008411,0.000016,0.000000,0.000000,0.000000,0.000000,0.232063,0.003679,0.000029,0.000000,0.000000,0.000000,0.020432,0.002242,0.000430,0.000000,0.000000,0.000000
12700.000000,0.182691,0.081890,0.010962,0.000000,0.000000,0.000000,0.000000,0.071471,0.002831,0.000163,0.000000,0.000000,0.000000,0.013652,0.001233,0.000488,0.000000,0.000000,0.000000
12800.000000,0.076203,0.006427,0.000207,0.000000,0.000000,0.000000,0.000000,0.045782,0.001833,0.000001,0.000000,0.000000,0.000000,0.014119,0.007492,0.000343,0.000000,0.000000,0.000000
12900.000000,0.098101,0.013710,0.002092,0.000000,0.000000,0.000000,0.000000,0.030457,0.006885,0.000023,0.000000,0.000000,0.000000,0.044137,0.000517,0.000281,0.000000,0.000000,0.000000
13000.000000,0.782388,0.165428,0.000162,0.000000,0.000000,0.000000,0.000000,0.534973,0.008965,0.000028,0.000000,0.000000,0.000000,0.066934,0.005238,0.000660,0.000000,0.000000,0.000000
13100.000000,0.367486,0.277952,0.000423,0.000000,0.000000,0.000000,0.000000,0.045603,0.001048,0.000047,0.000000,0.000000,0.000000,0.041605,0.000216,0.000593,0.000000,0.000000,0.000000
13200.000000,0.128522,0.059525,0.001416,0.000000,0.000000,0.000000,0.000000,0.031640,0.003103,0.000162,0.000000,0.000000,0.000000,0.030317,0.002150,0.000208,0.000000,0.000000,0.000000
13300.000000,0.092917,0.037772,0.000304,0.000000,0.000000,0.000000,0.000000,0.028076,0.006356,0.000004,0.000000,0.000000,0.000000,0.018389,0.001837,0.000179,0.000000,0.000000,0.000000
13400.000000,0.342537,0.025640,0.000057,0.000000,0.000000,0.000000,0.000000,0.142091,0.010261,0.000120,0.000000,0.000000,0.000000,0.143314,0.020984,0.000070,0.000000,0.000000,0.000000
