-2.000000000000000000e+00,1.000023654878125399e+03,2.396078035235404968e-02,4.125896521145477891e-05,2.420427976176142693e-03,1.222644350491464138e-03
-1.995995995995996086e+00,1.000023615835135729e+03,2.396078035235404968e-02,4.054555392940528691e-05,2.421209821477532387e-03,1.222758786752820015e-03
-1.991991991991991950e+00,1.000023571809003329e+03,2.396078035235404968e-02,3.995104634668678045e-05,2.422103425487875938e-03,1.222987542860209942e-03
-1.987987987987988037e+00,1.000023522163719235e+03,2.396078035235404968e-02,3.947543882532045245e-05,2.422773512080311775e-03,1.223101979121565819e-03
-1.983983983983983901e+00,1.000023346976535208e+03,2.384157478809356689e-02,3.876202754327096045e-05,2.423667116090655327e-03,1.223788247443735600e-03
-1.979979979979979987e+00,1.000023283849860263e+03,2.384157478809356689e-02,3.840532008325681090e-05,2.424337202683091164e-03,1.223788247443735600e-03
-1.975975975975976073e+00,1.000023212666192762e+03,2.384157478809356689e-02,3.792971256189048290e-05,2.425007289275527000e-03,1.224131439812481403e-03
-1.971971971971971938e+00,1.000023132397202289e+03,2.384157478809356689e-02,3.745410504052415490e-05,2.425677375867962837e-03,1.224474632181227207e-03
-1.967967967967968024e+00,1.000023041883312203e+03,2.384157478809356689e-02,3.674069375847466290e-05,2.426235936582088470e-03,1.224703504703938961e-03
-1.963963963963963888e+00,1.000022939816945950e+03,2.384157478809356689e-02,3.614618253777734935e-05,2.427017781883478165e-03,1.224932260811328888e-03
-1.959959959959959974e+00,1.000022824723640269e+03,2.384157478809356689e-02,3.567057501641102135e-05,2.427576109766960144e-03,1.225504209287464619e-03
-1.955955955955956060e+00,1.000022694940743690e+03,2.384157478809356689e-02,3.531387119437567890e-05,2.427911153063178062e-03,1.225732965394854546e-03
-1.951951951951951925e+00,1.000022548593398596e+03,2.384157478809356689e-02,3.471935997367836535e-05,2.428581472486257553e-03,1.226076157763600349e-03
-1.947947947947948011e+00,1.000022383567457382e+03,2.384157478809356689e-02,3.400594869162887335e-05,2.429028274491429329e-03,1.226648106239736080e-03
-1.943943943943943875e+00,1.000022078271514943e+03,2.372236736118793488e-02,3.376814493094570935e-05,2.429474843665957451e-03,1.227220171131193638e-03
-1.939939939939939961e+00,1.000021868432178280e+03,2.372236736118793488e-02,3.329253740957938135e-05,2.429698361083865166e-03,1.227563363499939442e-03
-1.935935935935936048e+00,1.000021631810671352e+03,2.372236736118793488e-02,3.281692988821305335e-05,2.430145163089036942e-03,1.228135311976075172e-03
-1.931931931931931912e+00,1.000021364988752566e+03,2.372236736118793488e-02,3.257912612752988935e-05,2.430368447676301003e-03,1.228364068083465099e-03
-1.927927927927927998e+00,1.000021064111910960e+03,2.372236736118793488e-02,3.210351860616356134e-05,2.430591732263565063e-03,1.228936016559600830e-03
-1.923923923923923862e+00,1.000020724833684767e+03,2.372236736118793488e-02,3.139010732411406934e-05,2.431038534268736839e-03,1.229393645189702511e-03
-1.919919919919919948e+00,1.000020342252876048e+03,2.372236736118793488e-02,3.103339986409991980e-05,2.431262051686644554e-03,1.229851157404482365e-03
