# Epoch,Total Loss,Schrodinger0,normalization0,correlations0,energy_difference0,energy_minimization0,Schrodinger1,normalization1,correlations1,energy_difference1,energy_minimization1,Schrodinger2,normalization2,correlations2,energy_difference2,energy_minimization2,Schrodinger3,normalization3,correlations3,energy_difference3,energy_minimization3
3800.000000,3.590380,0.490394,0.010401,0.000000,0.000000,0.000083,0.457439,0.012426,0.000004,3.837086,0.000075,0.345434,0.000029,0.000002,0.977592,0.000196,2.250957,0.008734,0.000009,0.950819,0.000452
3900.000000,0.861505,0.287690,0.006386,0.000000,0.000000,0.000000,0.168565,0.006040,0.000000,3.946492,0.000000,0.203013,0.000265,0.000005,0.977833,0.000048,0.177160,0.006834,0.000001,0.951830,0.000113
4000.000000,1.912522,0.290813,0.004721,0.000000,0.000000,0.000013,0.106585,0.006454,0.000000,4.255231,0.000060,0.407165,0.023522,0.000001,0.979883,0.000110,1.067203,0.003553,0.000001,0.949102,0.000112
4100.000000,1.085426,0.338020,0.005283,0.000000,0.000000,0.000016,0.165135,0.111994,0.000001,4.108419,0.000028,0.157435,0.000040,0.000003,0.977350,0.000000,0.288369,0.011457,0.000004,0.952521,0.000076
4200.000000,1.024919,0.286981,0.005512,0.000000,0.000000,0.000011,0.092275,0.004469,0.000000,4.278907,0.000007,0.162188,0.000101,0.000000,0.978170,0.000102,0.461055,0.008706,0.000003,0.952807,0.000390
4300.000000,1.099077,0.366862,0.002040,0.000000,0.000000,0.000011,0.094098,0.000280,0.000001,4.120766,0.000024,0.191007,0.001160,0.000000,0.978448,0.000035,0.425694,0.007176,0.000010,0.952348,0.000069
4400.000000,0.865648,0.261951,0.012522,0.000000,0.000000,0.000018,0.116518,0.000992,0.000001,4.021525,0.000071,0.327013,0.000274,0.000004,0.979068,0.001209,0.114192,0.005610,0.000021,0.952613,0.002725
4500.000000,1.015520,0.485642,0.003558,0.000000,0.000000,0.000000,0.178861,0.000664,0.000000,4.148620,0.000006,0.135199,0.000865,0.000000,0.978882,0.000042,0.198139,0.008496,0.000004,0.952323,0.000092
4600.000000,1.963445,1.289054,0.010530,0.000000,0.000000,0.000058,0.156656,0.003653,0.000023,4.048146,0.000101,0.347980,0.000177,0.000005,0.979456,0.000194,0.116040,0.004790,0.000007,0.952516,0.000318
4700.000000,2.544473,0.235853,0.002683,0.000000,0.000000,0.000008,0.501805,0.003708,0.000005,4.086479,0.000014,1.256112,0.221247,0.000007,0.980368,0.000103,0.295557,0.011952,0.000004,0.945827,0.000002
4800.000000,0.833269,0.370786,0.011283,0.000000,0.000000,0.000002,0.090825,0.002282,0.000000,4.007578,0.000003,0.124880,0.000007,0.000003,0.979473,0.000238,0.218832,0.008578,0.000003,0.949843,0.000568
4900.000000,3.857359,0.472777,0.043151,0.000000,0.000000,0.000002,0.394772,0.092965,0.000040,3.497422,0.000081,0.196838,0.000115,0.000019,0.978301,0.000165,2.552239,0.031534,0.000013,0.949744,0.000271
5000.000000,0.614110,0.216474,0.004641,0.000000,0.000000,0.000000,0.056888,0.000687,0.000000,4.061824,0.000004,0.247914,0.000265,0.000003,0.979766,0.000012,0.072868,0.008465,0.000003,0.951081,0.000039
5100.000000,0.788419,0.213128,0.002560,0.000000,0.000000,0.000030,0.144980,0.000605,0.000004,4.074674,0.000016,0.328190,0.000731,0.000004,0.979707,0.000012,0.082808,0.005322,0.000002,0.949823,0.000022
5200.000000,0.826478,0.311306,0.015471,0.000000,0.000000,0.000117,0.091589,0.089277,0.000003,4.168337,0.000050,0.121864,0.000096,0.000003,0.979513,0.000054,0.154315,0.032358,0.000005,0.952379,0.000112
5300.000000,0.704483,0.350721,0.021898,0.000000,0.000000,0.000124,0.069597,0.000088,0.000000,3.772563,0.000227,0.158479,0.000476,0.000004,0.979667,0.000374,0.071596,0.007876,0.000019,0.947841,0.000678
5400.000000,0.538986,0.257535,0.002903,0.000000,0.000000,0.000002,0.057007,0.000439,0.000002,4.096767,0.000001,0.101377,0.000000,0.000004,0.979840,0.000256,0.106113,0.004667,0.000003,0.949149,0.000586
5500.000000,3.204535,0.836691,0.008848,0.000000,0.000000,0.000000,0.316087,0.038156,0.000002,4.073730,0.000024,0.682297,0.065041,0.000009,0.981835,0.000647,1.239285,0.004963,0.000002,0.943105,0.001675
5600.000000,0.740419,0.299693,0.004141,0.000000,0.000000,0.000023,0.079126,0.000474,0.000000,4.029566,0.000056,0.085235,0.000027,0.000001,0.980244,0.000059,0.263381,0.004945,0.000003,0.949062,0.000132
5700.000000,2.227251,0.171358,0.001065,0.000000,0.000000,0.000005,0.268838,0.040304,0.000001,4.093122,0.000007,1.321504,0.000049,0.000007,0.980770,0.000024,0.409736,0.004963,0.000002,0.948764,0.000048
5800.000000,0.886955,0.160363,0.004681,0.000000,0.000000,0.000016,0.053939,0.000750,0.000000,4.166256,0.000038,0.486457,0.000470,0.000003,0.981283,0.000242,0.161769,0.006716,0.000009,0.948783,0.000426
5900.000000,8.029511,1.352881,0.010364,0.000000,0.000000,0.000003,0.179705,0.009313,0.000016,3.980257,0.000018,0.122945,0.000035,0.000001,0.981098,0.000288,6.261244,0.029035,0.000046,0.949197,0.000588
6000.000000,0.484285,0.151376,0.005907,0.000000,0.000000,0.000042,0.040186,0.003194,0.000003,4.100067,0.000030,0.161759,0.007220,0.000006,0.981541,0.000104,0.090694,0.011911,0.000002,0.946776,0.000141
6100.000000,0.592004,0.271856,0.010309,0.000000,0.000000,0.000008,0.154696,0.006635,0.000003,4.049779,0.000000,0.050278,0.000519,0.000007,0.981105,0.000002,0.045142,0.007304,0.000035,0.947930,0.000005
6200.000000,1.259710,0.288540,0.005952,0.000000,0.000000,0.000034,0.723227,0.042479,0.000005,4.048311,0.000080,0.085309,0.000054,0.000002,0.981019,0.000094,0.092580,0.003992,0.000011,0.947871,0.000181
6300.000000,0.769693,0.533613,0.004377,0.000000,0.000000,0.000009,0.037779,0.000199,0.000002,4.083298,0.000020,0.114994,0.002435,0.000003,0.981348,0.000002,0.055858,0.005591,0.000010,0.946895,0.000019
6400.000000,1.234868,0.778619,0.010483,0.000000,0.000000,0.000138,0.285478,0.032249,0.000001,4.113271,0.000096,0.041134,0.000002,0.000000,0.981730,0.000732,0.074114,0.004009,0.000007,0.948691,0.001528
6500.000000,1.276205,0.167734,0.021025,0.000000,0.000000,0.000004,0.636657,0.000966,0.000001,3.977257,0.000053,0.057343,0.000037,0.000002,0.981681,0.000156,0.375502,0.007632,0.000007,0.947741,0.000313
6600.000000,2.372308,0.937731,0.005794,0.000000,0.000000,0.000000,0.625683,0.000175,0.000005,4.136623,0.000002,0.038054,0.000750,0.000002,0.981943,0.000035,0.728064,0.003464,0.000026,0.947414,0.000096
6700.000000,2.077458,0.665134,0.036379,0.000000,0.000000,0.000176,0.767152,0.002280,0.000005,3.958108,0.000051,0.475025,0.001685,0.000004,0.981439,0.000587,0.107925,0.006088,0.000007,0.946712,0.001307
6800.000000,0.736826,0.278478,0.005217,0.000000,0.000000,0.000053,0.330653,0.000317,0.000000,4.160399,0.000113,0.069709,0.000000,0.000002,0.981951,0.000783,0.040246,0.004199,0.000006,0.947855,0.001880
6900.000000,0.475217,0.102688,0.004487,0.000000,0.000000,0.000000,0.177811,0.006447,0.000002,4.100168,0.000003,0.123086,0.002337,0.000001,0.981628,0.000123,0.043551,0.011857,0.000000,0.947826,0.000302
7000.000000,0.400002,0.114477,0.008442,0.000000,0.000000,0.000046,0.075664,0.007804,0.000001,4.100264,0.000054,0.079795,0.000120,0.000001,0.981740,0.000062,0.098958,0.006400,0.000007,0.948368,0.000122
7100.000000,0.679864,0.281369,0.002516,0.000000,0.000000,0.000001,0.073552,0.005613,0.000001,4.125237,0.000000,0.084051,0.001081,0.000001,0.982029,0.000015,0.224215,0.003343,0.000002,0.947417,0.000060
7200.000000,1.846459,0.076781,0.005474,0.000000,0.000000,0.000000,0.975358,0.253458,0.000000,4.147208,0.000000,0.277905,0.002153,0.000005,0.982016,0.000054,0.213272,0.008026,0.000029,0.948158,0.000124
7300.000000,1.154855,0.074719,0.005291,0.000000,0.000000,0.000002,0.092104,0.000315,0.000001,4.088596,0.000017,0.591613,0.000159,0.000006,0.981656,0.000008,0.367006,0.003587,0.000014,0.947078,0.000011
7400.000000,0.559435,0.188507,0.003615,0.000000,0.000000,0.000003,0.287638,0.000125,0.000002,4.096523,0.000010,0.032560,0.000156,0.000000,0.981921,0.000016,0.036562,0.004499,0.000003,0.946998,0.000029
7500.000000,1.327642,0.152571,0.004691,0.000000,0.000000,0.000000,0.261800,0.000310,0.000000,4.097235,0.000001,0.053516,0.006821,0.000003,0.981773,0.000097,0.828617,0.012399,0.000004,0.946434,0.000162
7600.000000,0.833347,0.597895,0.001879,0.000000,0.000000,0.000034,0.063658,0.004860,0.000006,4.069892,0.000073,0.106039,0.000221,0.000002,0.982061,0.000547,0.037620,0.007739,0.000005,0.948003,0.001214
7700.000000,0.379550,0.076460,0.004395,0.000000,0.000000,0.000084,0.029772,0.002092,0.000000,4.134306,0.000115,0.175873,0.016103,0.000013,0.981904,0.000453,0.052087,0.006194,0.000004,0.945869,0.000971
7800.000000,1.043551,0.753693,0.005626,0.000000,0.000000,0.000009,0.024031,0.002119,0.000001,4.131421,0.000007,0.024444,0.000334,0.000002,0.981892,0.000047,0.220206,0.008182,0.000002,0.947603,0.000128
7900.000000,0.270808,0.133842,0.002055,0.000000,0.000000,0.000016,0.033126,0.004596,0.000004,4.096180,0.000031,0.027519,0.001043,0.000008,0.982051,0.000000,0.049399,0.002845,0.000005,0.947753,0.000003
8000.000000,0.217012,0.046111,0.003335,0.000000,0.000000,0.000006,0.030638,0.000456,0.000000,4.128497,0.000002,0.078856,0.001141,0.000003,0.981697,0.000000,0.047322,0.003440,0.000003,0.947424,0.000000
8100.000000,1.183964,0.130822,0.006368,0.000000,0.000000,0.000063,0.065981,0.006818,0.000001,4.140331,0.000085,0.211599,0.023454,0.000009,0.981992,0.000377,0.703656,0.012411,0.000012,0.946012,0.000885
8200.000000,0.613868,0.136546,0.012049,0.000000,0.000000,0.000008,0.157859,0.028347,0.000001,4.099391,0.000012,0.137410,0.002611,0.000007,0.981829,0.000021,0.118208,0.009934,0.000002,0.947439,0.000022
8300.000000,0.468336,0.171255,0.017693,0.000000,0.000000,0.000056,0.024235,0.000511,0.000000,4.089427,0.000066,0.036796,0.004317,0.000002,0.982000,0.000476,0.202708,0.007359,0.000001,0.947877,0.001067
8400.000000,0.805516,0.099135,0.010854,0.000000,0.000000,0.000043,0.282818,0.051096,0.000001,4.103895,0.000047,0.235311,0.002261,0.000001,0.981921,0.000111,0.109456,0.010296,0.000003,0.947438,0.000194
8500.000000,0.270897,0.035104,0.002190,0.000000,0.000000,0.000000,0.039587,0.005516,0.000000,4.094015,0.000000,0.022580,0.001741,0.000007,0.981916,0.000003,0.146851,0.004679,0.000005,0.947285,0.000007
8600.000000,2.054390,0.921434,0.004978,0.000000,0.000000,0.000081,0.072947,0.003912,0.000000,4.127646,0.000096,0.298919,0.020220,0.000006,0.982536,0.000089,0.700357,0.008184,0.000017,0.945782,0.000156
8700.000000,1.036292,0.249941,0.005616,0.000000,0.000000,0.000004,0.587732,0.003318,0.000000,4.104276,0.000001,0.084512,0.001758,0.000001,0.982131,0.000154,0.087936,0.006778,0.000008,0.947724,0.000274
8800.000000,2.060646,0.186141,0.018325,0.000000,0.000000,0.000050,0.370780,0.020033,0.000001,4.069208,0.000073,1.127099,0.026230,0.000008,0.982451,0.000751,0.288976,0.009415,0.000005,0.946895,0.001668
8900.000000,0.409944,0.294353,0.002493,0.000000,0.000000,0.000000,0.033038,0.001709,0.000004,4.112808,0.000005,0.016217,0.001777,0.000000,0.982080,0.000000,0.042302,0.004830,0.000009,0.946895,0.000002
9000.000000,0.265826,0.079280,0.010386,0.000000,0.000000,0.000017,0.020202,0.000932,0.000000,4.126480,0.000039,0.055750,0.004869,0.000001,0.982044,0.000014,0.076075,0.013226,0.000004,0.947027,0.000026
9100.000000,0.850399,0.263085,0.003083,0.000000,0.000000,0.000001,0.036018,0.002713,0.000001,4.102468,0.000001,0.024039,0.000515,0.000001,0.981949,0.000000,0.511193,0.005688,0.000002,0.946876,0.000000
9200.000000,1.823336,1.106192,0.007280,0.000000,0.000000,0.000002,0.193201,0.008602,0.000000,4.105944,0.000005,0.340081,0.001805,0.000016,0.981973,0.000018,0.131017,0.012297,0.000006,0.947417,0.000040
9300.000000,0.154687,0.071989,0.001301,0.000000,0.000000,0.000000,0.016841,0.000747,0.000001,4.104181,0.000032,0.009689,0.000790,0.000006,0.982110,0.000021,0.036053,0.004858,0.000005,0.948164,0.000046
9400.000000,1.446727,0.096637,0.012151,0.000000,0.000000,0.000010,0.148484,0.013289,0.000001,4.106112,0.000029,1.114972,0.009187,0.000012,0.982099,0.000003,0.027786,0.002266,0.000009,0.947096,0.000000
9500.000000,0.221089,0.023415,0.000546,0.000000,0.000000,0.000004,0.067522,0.000305,0.000001,4.131864,0.000039,0.023250,0.000768,0.000000,0.982290,0.000097,0.096279,0.006448,0.000001,0.947101,0.000161
9600.000000,1.492468,1.222189,0.000876,0.000000,0.000000,0.000004,0.113482,0.000639,0.000001,4.116490,0.000008,0.043709,0.002488,0.000002,0.981920,0.000059,0.100191,0.003536,0.000002,0.947263,0.000131
9700.000000,0.863032,0.064292,0.007701,0.000000,0.000000,0.000035,0.028636,0.000036,0.000000,4.113847,0.000112,0.665399,0.003767,0.000004,0.982300,0.000520,0.074573,0.012348,0.000002,0.947817,0.001136
9800.000000,0.458351,0.061147,0.011204,0.000000,0.000000,0.000006,0.141431,0.002993,0.000001,4.118670,0.000000,0.142308,0.002801,0.000002,0.981781,0.000030,0.084610,0.004679,0.000004,0.947278,0.000046
9900.000000,0.250256,0.071760,0.010195,0.000000,0.000000,0.000002,0.019972,0.000451,0.000000,4.092250,0.000000,0.072450,0.004096,0.000002,0.981815,0.000001,0.037483,0.007232,0.000024,0.947103,0.000000
10000.000000,1.468558,0.488113,0.005725,0.000000,0.000000,0.000081,0.095245,0.002323,0.000004,4.126920,0.000078,0.032745,0.008750,0.000010,0.982349,0.000503,0.794525,0.005063,0.000022,0.946596,0.001133
10100.000000,0.177381,0.052833,0.008162,0.000000,0.000000,0.000071,0.019471,0.001668,0.000002,4.094156,0.000046,0.038253,0.002142,0.000001,0.982204,0.000150,0.038794,0.004916,0.000008,0.947098,0.000362
10200.000000,1.196105,0.025295,0.005698,0.000000,0.000000,0.000001,0.131456,0.000920,0.000001,4.107368,0.000003,0.034021,0.004719,0.000005,0.981968,0.000028,0.946760,0.013227,0.000029,0.947707,0.000081
10300.000000,1.364618,0.170282,0.025774,0.000000,0.000000,0.000000,0.028401,0.006820,0.000001,4.099316,0.000006,0.518018,0.009877,0.000001,0.982268,0.000460,0.572449,0.005672,0.000026,0.947123,0.001022
10400.000000,0.337902,0.028473,0.001644,0.000000,0.000000,0.000034,0.021324,0.000030,0.000000,4.085297,0.000001,0.042211,0.001284,0.000006,0.982096,0.000000,0.229743,0.003936,0.000004,0.947139,0.000000
10500.000000,0.339866,0.112712,0.003318,0.000000,0.000000,0.000009,0.063958,0.000005,0.000001,4.105103,0.000011,0.038860,0.001765,0.000001,0.981890,0.000107,0.094551,0.021520,0.000001,0.947523,0.000205
10600.000000,0.131280,0.026689,0.007470,0.000000,0.000000,0.000070,0.017967,0.001830,0.000000,4.098816,0.000024,0.017460,0.005749,0.000001,0.982193,0.000273,0.040482,0.004719,0.000008,0.947161,0.000604
10700.000000,1.257502,0.032106,0.001498,0.000000,0.000000,0.000019,0.413362,0.000438,0.000004,4.120605,0.000010,0.766331,0.001253,0.000001,0.982006,0.000070,0.021878,0.002991,0.000013,0.947598,0.000128
10800.000000,0.230552,0.013581,0.002652,0.000000,0.000000,0.000002,0.021167,0.003071,0.000000,4.134739,0.000000,0.134519,0.002929,0.000012,0.982090,0.000000,0.024746,0.007937,0.000008,0.947155,0.000001
10900.000000,0.990536,0.540425,0.024088,0.000000,0.000000,0.000074,0.237871,0.039659,0.000005,4.178555,0.000038,0.037589,0.005507,0.000013,0.982300,0.000414,0.078006,0.002690,0.000006,0.947773,0.001044
11000.000000,0.565404,0.142809,0.003093,0.000000,0.000000,0.000000,0.016666,0.000610,0.000001,4.137670,0.000000,0.340455,0.004047,0.000011,0.982009,0.000001,0.042083,0.003450,0.000000,0.947178,0.000001
11100.000000,0.363099,0.055592,0.002642,0.000000,0.000000,0.000003,0.059514,0.000745,0.000000,4.091977,0.000003,0.195829,0.004930,0.000003,0.981837,0.000001,0.029426,0.006250,0.000006,0.947248,0.000000
11200.000000,0.794328,0.450146,0.003033,0.000000,0.000000,0.000000,0.151796,0.000408,0.000001,4.106103,0.000019,0.012368,0.001914,0.000003,0.982025,0.000062,0.166578,0.003437,0.000000,0.947293,0.000112
11300.000000,3.079819,0.020548,0.002677,0.000000,0.000000,0.000004,0.111471,0.018302,0.000000,4.101498,0.000020,0.319210,0.008443,0.000000,0.982085,0.000467,2.562101,0.004518,0.000032,0.948118,0.001140
11400.000000,0.561485,0.038671,0.006924,0.000000,0.000000,0.000005,0.025027,0.001127,0.000001,4.129551,0.000022,0.394130,0.004370,0.000010,0.982002,0.000017,0.070358,0.005305,0.000004,0.947034,0.000015
11500.000000,1.230860,0.376987,0.005680,0.000000,0.000000,0.000045,0.220447,0.001786,0.000001,4.099458,0.000074,0.062611,0.002263,0.000002,0.982185,0.000337,0.546496,0.003395,0.000008,0.947478,0.000763
11600.000000,1.517553,0.107354,0.006263,0.000000,0.000000,0.000007,0.038146,0.003862,0.000002,4.110658,0.000014,1.306311,0.013271,0.000010,0.982012,0.000105,0.022525,0.005195,0.000003,0.947078,0.000175
11700.000000,0.449747,0.035660,0.023790,0.000000,0.000000,0.000008,0.076216,0.048110,0.000027,4.109183,0.000014,0.152325,0.003501,0.000029,0.981734,0.000493,0.032606,0.004456,0.000017,0.947379,0.001243
11800.000000,0.691443,0.205363,0.000576,0.000000,0.000000,0.000005,0.317552,0.003767,0.000003,4.142015,0.000022,0.037260,0.001203,0.000000,0.982320,0.000037,0.106386,0.014468,0.000002,0.947744,0.000052
11900.000000,0.245585,0.016141,0.001949,0.000000,0.000000,0.000001,0.145633,0.005111,0.000001,4.137698,0.000001,0.029710,0.009303,0.000002,0.982344,0.000001,0.024038,0.002183,0.000009,0.946741,0.000024
12000.000000,5.587802,0.367568,0.006830,0.000000,0.000000,0.000144,0.049102,0.001843,0.000000,4.095398,0.000180,5.050168,0.015609,0.000042,0.982035,0.001000,0.023987,0.004543,0.000026,0.946676,0.002843
12100.000000,0.139288,0.015222,0.001805,0.000000,0.000000,0.000003,0.058679,0.000008,0.000000,4.101834,0.000008,0.014162,0.006994,0.000003,0.981985,0.000003,0.030136,0.007556,0.000002,0.947415,0.000010
12200.000000,0.265717,0.103806,0.005977,0.000000,0.000000,0.000001,0.069240,0.003897,0.000000,4.109730,0.000001,0.009063,0.003155,0.000006,0.982045,0.000023,0.042314,0.004239,0.000018,0.947697,0.000054
