-2.000000000000000000e+00,9.999996940977730446e+02,8.316154708154499531e-05,8.155761170201003551e-04,-3.073086554650217295e-04,2.216413704445585608e-04
-1.995995995995996086e+00,9.999996550547833749e+02,1.044088639901019633e-04,7.982412353157997131e-04,-2.964285085909068584e-04,1.615100918570533395e-04
-1.991991991991991950e+00,9.999996110286509747e+02,1.248565531568601727e-04,7.812650292180478573e-04,-2.856593637261539698e-04,1.025198289426043630e-04
-1.987987987987988037e+00,9.999995613833668813e+02,1.450757699785754085e-04,7.645279401913285255e-04,-2.744461526162922382e-04,4.387187073007225990e-05
-1.983983983983983901e+00,9.999995054017471148e+02,1.644953590584918857e-04,7.482689688913524151e-04,-2.636770368553698063e-04,-1.397738378727808595e-05
-1.979979979979979987e+00,9.999994422750721697e+02,1.835722650866955519e-04,7.321296143345534801e-04,-2.525748568587005138e-04,-7.079972419887781143e-05
-1.975975975975976073e+00,9.999993710914046687e+02,2.021922264248132706e-04,7.163489353843033314e-04,-2.411395980743691325e-04,-1.271656656172126532e-04
-1.971971971971971938e+00,9.999992908224141956e+02,2.200125454692170024e-04,7.009268156252801418e-04,-2.298153558513149619e-04,-1.826187944971024990e-04
-1.967967967967968024e+00,9.999992003085241095e+02,2.378328790655359626e-04,6.856243126094341278e-04,-2.182690805057063699e-04,-2.370450238231569529e-04
-1.963963963963963888e+00,9.999990982421578565e+02,2.549678029026836157e-04,6.708000437356531620e-04,-2.068338217213749886e-04,-2.906725276261568069e-04
-1.959959959959959974e+00,9.999989831488521759e+02,2.716458111535757780e-04,6.562148337252438068e-04,-1.951765152625739574e-04,-3.436154511291533709e-04
-1.955955955955956060e+00,9.999988533659555969e+02,2.876384241972118616e-04,6.421077996492385864e-04,-1.836302399169653654e-04,-3.956455329898744822e-04
-1.951951951951951925e+00,9.999987070186105029e+02,3.031741071026772261e-04,6.282398826442658901e-04,-1.718619168968871236e-04,-4.464205121621489525e-04
-1.947947947947948011e+00,9.999985419926692884e+02,3.181385982315987349e-04,6.147306412458419800e-04,-1.600935938768088818e-04,-4.966250271536409855e-04
-1.943943943943943875e+00,9.999983559041537546e+02,3.326461883261799812e-04,6.014605169184505939e-04,-1.483252708567306399e-04,-5.461449036374688148e-04
-1.939939939939939961e+00,9.999981460648170923e+02,3.468110517133027315e-04,5.885490099899470806e-04,-1.362238836009055376e-04,-5.939532420597970486e-04
-1.935935935935936048e+00,9.999979094433101636e+02,3.600620839279145002e-04,5.761157372035086155e-04,-1.243445440195500851e-04,-6.413051742129027843e-04
