# Epoch,Total Loss,Schrodinger0,normalization0,correlations0,energy_difference0,energy_minimization0,Schrodinger1,normalization1,correlations1,energy_difference1,energy_minimization1,Schrodinger2,normalization2,correlations2,energy_difference2,energy_minimization2,Schrodinger3,normalization3,correlations3,energy_difference3,energy_minimization3
2100.000000,11.010605,0.652081,0.006376,0.000000,0.000000,0.000007,2.326972,0.001055,0.000000,0.000000,0.000009,2.964894,0.002366,0.000022,0.000000,0.000011,5.010728,0.014458,0.000010,0.000000,0.000013
2200.000000,11.238003,0.841860,0.020386,0.000000,0.000000,0.000001,2.428262,0.004067,0.000004,0.000000,0.000001,3.092894,0.007342,0.000003,0.000000,0.000002,4.807518,0.015294,0.000013,0.000000,0.000003
2300.000000,14.269813,3.748812,0.006281,0.000000,0.000000,0.000006,2.434192,0.000191,0.000006,0.000000,0.000003,3.054584,0.002700,0.000031,0.000000,0.000001,4.957655,0.006813,0.000016,0.000000,0.000000
2400.000000,11.824353,0.602607,0.008712,0.000000,0.000000,0.000000,2.517365,0.000016,0.000000,0.000000,0.000000,2.959260,0.009027,0.000023,0.000000,0.000001,5.690139,0.005910,0.000009,0.000000,0.000001
2500.000000,13.243145,2.656689,0.005152,0.000000,0.000000,0.000001,2.166285,0.001245,0.000001,0.000000,0.000002,2.922129,0.005484,0.000018,0.000000,0.000005,5.456437,0.008820,0.000001,0.000000,0.000007
2600.000000,10.870320,0.586939,0.008362,0.000000,0.000000,0.000001,2.373638,0.000244,0.000003,0.000000,0.000001,2.928111,0.006017,0.000006,0.000000,0.000000,4.921144,0.015368,0.000020,0.000000,0.000000
2700.000000,11.133707,0.676045,0.006184,0.000000,0.000000,0.000004,2.187286,0.004673,0.000001,0.000000,0.000003,3.249338,0.005609,0.000009,0.000000,0.000001,4.982070,0.007621,0.000004,0.000000,0.000001
2800.000000,11.250618,0.598801,0.003618,0.000000,0.000000,0.000000,2.340915,0.000806,0.000001,0.000001,0.000001,3.035836,0.003180,0.000011,0.000001,0.000008,5.225554,0.004238,0.000002,0.000001,0.000023
2900.000000,13.439253,0.553811,0.010847,0.000000,0.000000,0.000000,3.661813,0.011511,0.000002,0.000000,0.000002,2.903001,0.018548,0.000028,0.000000,0.000006,6.147747,0.023939,0.000073,0.000000,0.000012
3000.000000,12.303743,0.772486,0.004480,0.000000,0.000000,0.000006,2.362157,0.013060,0.000002,0.000000,0.000007,3.957800,0.008451,0.000013,0.000000,0.000008,5.157982,0.010103,0.000003,0.000000,0.000009
3100.000000,11.008413,0.611614,0.003260,0.000000,0.000000,0.000002,2.270246,0.000250,0.000005,0.000000,0.000002,2.986386,0.003002,0.000027,0.000000,0.000001,5.087698,0.006924,0.000007,0.000000,0.000001
3200.000000,11.404811,0.602473,0.009169,0.000000,0.000000,0.000000,2.414949,0.000814,0.000003,0.000000,0.000000,2.952979,0.005855,0.000028,0.000000,0.000000,5.362784,0.006081,0.000019,0.000000,0.000000
3300.000000,16.442965,0.974259,0.011659,0.000000,0.000000,0.000000,6.408545,0.003608,0.000001,0.000001,0.000003,3.856569,0.012014,0.000008,0.000001,0.000015,5.134529,0.006607,0.000005,0.000001,0.000035
3400.000000,13.352089,0.664671,0.003582,0.000000,0.000000,0.000001,2.324548,0.000124,0.000001,0.000000,0.000000,3.623441,0.006656,0.000014,0.000000,0.000000,6.692349,0.012415,0.000006,0.000000,0.000001
3500.000000,11.373444,0.752349,0.017894,0.000000,0.000000,0.000000,2.115772,0.000095,0.000000,0.000000,0.000001,3.646389,0.016159,0.000015,0.000000,0.000003,4.788363,0.004770,0.000012,0.000000,0.000006
3600.000000,11.236666,0.564239,0.007925,0.000000,0.000000,0.000006,2.349063,0.000033,0.000007,0.000000,0.000007,2.998709,0.023387,0.000053,0.000000,0.000010,5.134987,0.008380,0.000090,0.000000,0.000013
