-2.000000000000000000e+00,9.999996940977730446e+02,-3.257731441408395767e-05,2.781884104479104280e-04,-5.349512866814620793e-05,-1.005196027108468115e-04
-1.995995995995996086e+00,9.999996550547833749e+02,-2.906177542172372341e-05,2.746580867096781731e-04,-5.187054921407252550e-05,-1.042784133460372686e-04
-1.991991991991991950e+00,9.999996110286509747e+02,-2.554623824835289270e-05,2.713631256483495235e-04,-5.071013220003806055e-05,-1.082650269381701946e-04
-1.987987987987988037e+00,9.999995613833668813e+02,-2.226507058367133141e-05,2.679504978004842997e-04,-4.920159335597418249e-05,-1.119099251809529960e-04
-1.983983983983983901e+00,9.999995054017471148e+02,-1.898390110000036657e-05,2.646555367391556501e-04,-4.792513573192991316e-05,-1.156687358161434531e-04
-1.979979979979979987e+00,9.999994422750721697e+02,-1.605428769835270941e-05,2.613606047816574574e-04,-4.664868174586445093e-05,-1.191997362184338272e-04
-1.975975975975976073e+00,9.999993710914046687e+02,-1.312467247771564871e-05,2.583010063972324133e-04,-4.537222412182018161e-05,-1.227307366207242012e-04
-1.971971971971971938e+00,9.999992908224141956e+02,-1.054661242960719392e-05,2.552413789089769125e-04,-4.444389196578413248e-05,-1.261478319065645337e-04
-1.967967967967968024e+00,9.999992003085241095e+02,-7.968551472004037350e-06,2.521817805245518684e-04,-4.351555980974808335e-05,-1.294510293519124389e-04
-1.963963963963963888e+00,9.999990982421578565e+02,-5.507675268745515496e-06,2.493575448170304298e-04,-4.258722765371203423e-05,-1.324125041719526052e-04
-1.959959959959959974e+00,9.999989831488521759e+02,-3.281168119428912178e-06,2.464156132191419601e-04,-4.189098035567440093e-05,-1.361713220831006765e-04
-1.955955955955956060e+00,9.999988533659555969e+02,-1.289030365114740562e-06,2.435913629597052932e-04,-4.084660758962854743e-05,-1.389049866702407598e-04
-1.951951951951951925e+00,9.999987070186105029e+02,8.202920298572280444e-07,2.408847940387204289e-04,-4.026639726362191141e-05,-1.424359943484887481e-04
-1.947947947947948011e+00,9.999985419926692884e+02,2.343691676287562586e-06,2.382959064561873674e-04,-3.957014996558427811e-05,-1.453974837204441428e-04
-1.943943943943943875e+00,9.999983559041537546e+02,4.101460490346653387e-06,2.358246856601908803e-04,-3.910598388756625354e-05,-1.481311483075842261e-04
-1.939939939939939961e+00,9.999981460648170923e+02,5.624860023090150207e-06,2.331181167392060161e-04,-3.840973658952862024e-05,-1.509787398390471935e-04
-1.935935935935936048e+00,9.999979094433101636e+02,6.679520993202459067e-06,2.308822586201131344e-04,-3.817765173153020442e-05,-1.537124189781025052e-04
-1.931931931931931912e+00,9.999976426213913783e+02,7.968551472004037350e-06,2.284110378241166472e-04,-3.794557051151059568e-05,-1.567878061905503273e-04
-1.927927927927927998e+00,9.999973417445497716e+02,9.023212442116346210e-06,2.259398170281201601e-04,-3.771348565351217985e-05,-1.594075729371979833e-04
-1.923923923923923862e+00,9.999970024663235790e+02,9.726320058689452708e-06,2.237039589090272784e-04,-3.759744504350237548e-05,-1.620273542357608676e-04
